node,Lake McClure,Lake McClure
1990-12-30,184.3,184.3
1990-12-31,184.3,184.3
1991-01-01,184.3,184.3
1991-01-02,184.3,184.3
1991-01-03,184.3,184.3
1991-01-04,184.3,184.3
1991-01-05,184.3,184.3
1991-01-06,184.3,184.3
1991-01-07,184.3,184.3
1991-01-08,184.3,184.3
1991-01-09,184.3,184.3
1991-01-10,184.3,184.3
1991-01-11,184.3,184.3
1991-01-12,184.3,184.3
1991-01-13,184.3,184.3
1991-01-14,184.3,184.3
1991-01-15,184.3,184.3
1991-01-16,184.3,184.3
1991-01-17,184.3,184.3
1991-01-18,184.3,184.3
1991-01-19,184.3,184.3
1991-01-20,184.3,184.3
1991-01-21,184.3,184.3
1991-01-22,184.3,184.3
1991-01-23,184.3,184.3
1991-01-24,184.3,184.3
1991-01-25,184.3,184.3
1991-01-26,184.3,184.3
1991-01-27,184.3,184.3
1991-01-28,184.3,184.3
1991-01-29,184.3,184.3
1991-01-30,184.3,184.3
1991-01-31,184.3,184.3
1991-02-01,184.3,184.3
1991-02-02,184.3,184.3
1991-02-03,184.3,184.3
1991-02-04,184.3,184.3
1991-02-05,184.3,184.3
1991-02-06,184.3,184.3
1991-02-07,184.3,184.3
1991-02-08,184.3,184.3
1991-02-09,184.3,184.3
1991-02-10,184.3,184.3
1991-02-11,184.3,184.3
1991-02-12,184.3,184.3
1991-02-13,184.3,184.3
1991-02-14,184.3,184.3
1991-02-15,184.3,184.3
1991-02-16,184.3,184.3
1991-02-17,184.3,184.3
1991-02-18,184.3,184.3
1991-02-19,184.3,184.3
1991-02-20,184.3,184.3
1991-02-21,184.3,184.3
1991-02-22,184.3,184.3
1991-02-23,184.3,184.3
1991-02-24,184.3,184.3
1991-02-25,184.3,184.3
1991-02-26,184.3,184.3
1991-02-27,184.3,184.3
1991-02-28,184.3,184.3
1991-03-01,184.3,184.3
1991-03-02,184.3,184.3
1991-03-03,184.3,184.3
1991-03-04,184.8130269160123,184.8130269160123
1991-03-05,184.8130269160123,184.8130269160123
1991-03-06,184.8130269160123,184.8130269160123
1991-03-07,184.8130269160123,184.8130269160123
1991-03-08,184.8130269160123,184.8130269160123
1991-03-09,184.8130269160123,184.8130269160123
1991-03-10,184.8130269160123,184.8130269160123
1991-03-11,184.8130269160123,184.8130269160123
1991-03-12,184.8130269160123,184.8130269160123
1991-03-13,184.8130269160123,184.8130269160123
1991-03-14,184.8130269160123,184.8130269160123
1991-03-15,184.8130269160123,184.8130269160123
1991-03-16,184.8130269160123,184.8130269160123
1991-03-17,184.8130269160123,184.8130269160123
1991-03-18,184.8130269160123,184.8130269160123
1991-03-19,184.8130269160123,184.8130269160123
1991-03-20,184.8130269160123,184.8130269160123
1991-03-21,184.8130269160123,184.8130269160123
1991-03-22,184.8130269160123,184.8130269160123
1991-03-23,184.8130269160123,184.8130269160123
1991-03-24,184.8130269160123,184.8130269160123
1991-03-25,184.8130269160123,184.8130269160123
1991-03-26,184.8130269160123,184.8130269160123
1991-03-27,184.8130269160123,184.8130269160123
1991-03-28,184.8130269160123,184.8130269160123
1991-03-29,184.8130269160123,184.8130269160123
1991-03-30,184.8130269160123,184.8130269160123
1991-03-31,184.8130269160123,184.8130269160123
1991-04-01,184.8130269160123,184.8130269160123
1991-04-02,184.8130269160123,184.8130269160123
1991-04-03,184.8130269160123,184.8130269160123
1991-04-04,184.8130269160123,184.8130269160123
1991-04-05,184.8130269160123,184.8130269160123
1991-04-06,184.8130269160123,184.8130269160123
1991-04-07,184.8130269160123,184.8130269160123
1991-04-08,184.8130269160123,184.8130269160123
1991-04-09,184.8130269160123,184.8130269160123
1991-04-10,184.8130269160123,184.8130269160123
1991-04-11,184.8130269160123,184.8130269160123
1991-04-12,184.8130269160123,184.8130269160123
1991-04-13,184.8130269160123,184.8130269160123
1991-04-14,184.8130269160123,184.8130269160123
1991-04-15,184.8130269160123,184.8130269160123
1991-04-16,184.8130269160123,184.8130269160123
1991-04-17,184.8130269160123,184.8130269160123
1991-04-18,184.8130269160123,184.8130269160123
1991-04-19,184.8130269160123,184.8130269160123
1991-04-20,184.8130269160123,184.8130269160123
1991-04-21,184.8130269160123,184.8130269160123
1991-04-22,184.8130269160123,184.8130269160123
1991-04-23,184.8130269160123,184.8130269160123
1991-04-24,184.8130269160123,184.8130269160123
1991-04-25,184.8130269160123,184.8130269160123
1991-04-26,184.8130269160123,184.8130269160123
1991-04-27,184.8130269160123,184.8130269160123
1991-04-28,184.8130269160123,184.8130269160123
1991-04-29,184.8130269160123,184.8130269160123
1991-04-30,184.8130269160123,184.8130269160123
1991-05-01,184.8130269160123,184.8130269160123
1991-05-02,184.8130269160123,184.8130269160123
1991-05-03,184.8130269160123,184.8130269160123
1991-05-04,184.8130269160123,184.8130269160123
1991-05-05,184.8130269160123,184.8130269160123
1991-05-06,184.8130269160123,184.8130269160123
1991-05-07,184.8130269160123,184.8130269160123
1991-05-08,184.8130269160123,184.8130269160123
1991-05-09,184.8130269160123,184.8130269160123
1991-05-10,184.8130269160123,184.8130269160123
1991-05-11,184.8130269160123,184.8130269160123
1991-05-12,184.8130269160123,184.8130269160123
1991-05-13,184.8130269160123,184.8130269160123
1991-05-14,184.8130269160123,184.8130269160123
1991-05-15,184.8130269160123,184.8130269160123
1991-05-16,184.8130269160123,184.8130269160123
1991-05-17,184.8130269160123,184.8130269160123
1991-05-18,184.8130269160123,184.8130269160123
1991-05-19,184.8130269160123,184.8130269160123
1991-05-20,184.8130269160123,184.8130269160123
1991-05-21,184.8130269160123,184.8130269160123
1991-05-22,184.8130269160123,184.8130269160123
1991-05-23,184.8130269160123,184.8130269160123
1991-05-24,184.8130269160123,184.8130269160123
1991-05-25,184.8130269160123,184.8130269160123
1991-05-26,184.8130269160123,184.8130269160123
1991-05-27,184.8130269160123,184.8130269160123
1991-05-28,184.8130269160123,184.8130269160123
1991-05-29,184.8130269160123,184.8130269160123
1991-05-30,184.8130269160123,184.8130269160123
1991-05-31,184.8130269160123,184.8130269160123
1991-06-01,184.8130269160123,184.8130269160123
1991-06-02,184.8130269160123,184.8130269160123
1991-06-03,184.8130269160123,184.8130269160123
1991-06-04,184.8130269160123,184.8130269160123
1991-06-05,184.82917009165567,184.82917009165567
1991-06-06,184.89939587278045,184.89939587278045
1991-06-07,184.93217053075222,184.93217053075222
1991-06-08,185.0897337302191,185.0897337302191
1991-06-09,185.48309935388124,185.48309935388124
1991-06-10,186.04231952620768,186.04231952620768
1991-06-11,186.54932561006734,186.54932561006734
1991-06-12,187.09978815316524,187.09978815316524
1991-06-13,187.46122485374713,187.46122485374713
1991-06-14,187.7587232437041,187.7587232437041
1991-06-15,187.93376033593094,187.93376033593094
1991-06-16,188.09876609790297,188.09876609790297
1991-06-17,188.21876488853542,188.21876488853542
1991-06-18,188.34413201081648,188.34413201081648
1991-06-19,188.44953589496419,188.44953589496419
1991-06-20,188.44953589496419,188.44953589496419
1991-06-21,188.44953589496419,188.44953589496419
1991-06-22,188.44953589496419,188.44953589496419
1991-06-23,188.44953589496419,188.44953589496419
1991-06-24,188.44953589496419,188.44953589496419
1991-06-25,188.44953589496419,188.44953589496419
1991-06-26,188.44953589496419,188.44953589496419
1991-06-27,188.44953589496419,188.44953589496419
1991-06-28,188.44953589496419,188.44953589496419
1991-06-29,188.44953589496419,188.44953589496419
1991-06-30,188.44953589496419,188.44953589496419
1991-07-01,188.44953589496419,188.44953589496419
1991-07-02,188.44953589496419,188.44953589496419
1991-07-03,188.44953589496419,188.44953589496419
1991-07-04,188.44953589496419,188.44953589496419
1991-07-05,188.44953589496419,188.44953589496419
1991-07-06,188.44953589496419,188.44953589496419
1991-07-07,188.44953589496419,188.44953589496419
1991-07-08,188.44953589496419,188.44953589496419
1991-07-09,188.44953589496419,188.44953589496419
1991-07-10,188.44953589496419,188.44953589496419
1991-07-11,188.44953589496419,188.44953589496419
1991-07-12,188.44953589496419,188.44953589496419
1991-07-13,188.44953589496419,188.44953589496419
1991-07-14,188.44953589496419,188.44953589496419
1991-07-15,188.44953589496419,188.44953589496419
1991-07-16,188.44953589496419,188.44953589496419
1991-07-17,188.44953589496419,188.44953589496419
1991-07-18,188.44953589496419,188.44953589496419
1991-07-19,188.44953589496419,188.44953589496419
1991-07-20,188.44953589496419,188.44953589496419
1991-07-21,188.44953589496419,188.44953589496419
1991-07-22,188.44953589496419,188.44953589496419
1991-07-23,188.44953589496419,188.44953589496419
1991-07-24,188.44953589496419,188.44953589496419
1991-07-25,188.44953589496419,188.44953589496419
1991-07-26,188.44953589496419,188.44953589496419
1991-07-27,188.44953589496419,188.44953589496419
1991-07-28,188.44953589496419,188.44953589496419
1991-07-29,188.44953589496419,188.44953589496419
1991-07-30,188.44953589496419,188.44953589496419
1991-07-31,188.44953589496419,188.44953589496419
1991-08-01,188.44953589496419,188.44953589496419
1991-08-02,188.44953589496419,188.44953589496419
1991-08-03,188.44953589496419,188.44953589496419
1991-08-04,188.44953589496419,188.44953589496419
1991-08-05,188.44953589496419,188.44953589496419
1991-08-06,188.44953589496419,188.44953589496419
1991-08-07,188.44953589496419,188.44953589496419
1991-08-08,188.44953589496419,188.44953589496419
1991-08-09,188.44953589496419,188.44953589496419
1991-08-10,188.44953589496419,188.44953589496419
1991-08-11,188.44953589496419,188.44953589496419
1991-08-12,188.44953589496419,188.44953589496419
1991-08-13,188.44953589496419,188.44953589496419
1991-08-14,188.44953589496419,188.44953589496419
1991-08-15,188.44953589496419,188.44953589496419
1991-08-16,188.44953589496419,188.44953589496419
1991-08-17,188.44953589496419,188.44953589496419
1991-08-18,188.44953589496419,188.44953589496419
1991-08-19,188.44953589496419,188.44953589496419
1991-08-20,188.44953589496419,188.44953589496419
1991-08-21,188.44953589496419,188.44953589496419
1991-08-22,188.44953589496419,188.44953589496419
1991-08-23,188.44953589496419,188.44953589496419
1991-08-24,188.44953589496419,188.44953589496419
1991-08-25,188.44953589496419,188.44953589496419
1991-08-26,188.44953589496419,188.44953589496419
1991-08-27,188.44953589496419,188.44953589496419
1991-08-28,188.44953589496419,188.44953589496419
1991-08-29,188.44953589496419,188.44953589496419
1991-08-30,188.44953589496419,188.44953589496419
1991-08-31,188.44953589496419,188.44953589496419
1991-09-01,188.44953589496419,188.44953589496419
1991-09-02,188.44953589496419,188.44953589496419
1991-09-03,188.44953589496419,188.44953589496419
1991-09-04,188.44953589496419,188.44953589496419
1991-09-05,188.44953589496419,188.44953589496419
1991-09-06,188.44953589496419,188.44953589496419
1991-09-07,188.44953589496419,188.44953589496419
1991-09-08,188.44953589496419,188.44953589496419
1991-09-09,188.44953589496419,188.44953589496419
1991-09-10,188.44953589496419,188.44953589496419
1991-09-11,188.44953589496419,188.44953589496419
1991-09-12,188.44953589496419,188.44953589496419
1991-09-13,188.44953589496419,188.44953589496419
1991-09-14,188.44953589496419,188.44953589496419
1991-09-15,188.44953589496419,188.44953589496419
1991-09-16,188.44953589496419,188.44953589496419
1991-09-17,188.44953589496419,188.44953589496419
1991-09-18,188.44953589496419,188.44953589496419
1991-09-19,188.44953589496419,188.44953589496419
1991-09-20,188.44953589496419,188.44953589496419
1991-09-21,188.44953589496419,188.44953589496419
1991-09-22,188.44953589496419,188.44953589496419
1991-09-23,188.44953589496419,188.44953589496419
1991-09-24,188.44953589496419,188.44953589496419
1991-09-25,188.44953589496419,188.44953589496419
1991-09-26,188.44953589496419,188.44953589496419
1991-09-27,188.44953589496419,188.44953589496419
1991-09-28,188.44953589496419,188.44953589496419
1991-09-29,188.44953589496419,188.44953589496419
1991-09-30,188.44953589496419,188.44953589496419
1991-10-01,188.44953589496419,188.44953589496419
1991-10-02,188.44953589496419,188.44953589496419
1991-10-03,188.44953589496419,188.44953589496419
1991-10-04,188.44953589496419,188.44953589496419
1991-10-05,188.44953589496419,188.44953589496419
1991-10-06,188.44953589496419,188.44953589496419
1991-10-07,188.44953589496419,188.44953589496419
1991-10-08,188.44953589496419,188.44953589496419
1991-10-09,188.44953589496419,188.44953589496419
1991-10-10,188.44953589496419,188.44953589496419
1991-10-11,188.44953589496419,188.44953589496419
1991-10-12,188.44953589496419,188.44953589496419
1991-10-13,188.44953589496419,188.44953589496419
1991-10-14,188.44953589496419,188.44953589496419
1991-10-15,188.44953589496419,188.44953589496419
1991-10-16,188.44953589496419,188.44953589496419
1991-10-17,188.44953589496419,188.44953589496419
1991-10-18,188.44953589496419,188.44953589496419
1991-10-19,188.44953589496419,188.44953589496419
1991-10-20,188.44953589496419,188.44953589496419
1991-10-21,188.44953589496419,188.44953589496419
1991-10-22,188.44953589496419,188.44953589496419
1991-10-23,188.44953589496419,188.44953589496419
1991-10-24,188.44953589496419,188.44953589496419
1991-10-25,188.44953589496419,188.44953589496419
1991-10-26,188.44953589496419,188.44953589496419
1991-10-27,188.44953589496419,188.44953589496419
1991-10-28,188.44953589496419,188.44953589496419
1991-10-29,188.44953589496419,188.44953589496419
1991-10-30,188.44953589496419,188.44953589496419
1991-10-31,188.44953589496419,188.44953589496419
1991-11-01,188.44953589496419,188.44953589496419
1991-11-02,188.44953589496419,188.44953589496419
1991-11-03,188.44953589496419,188.44953589496419
1991-11-04,188.44953589496419,188.44953589496419
1991-11-05,188.44953589496419,188.44953589496419
1991-11-06,188.44953589496419,188.44953589496419
1991-11-07,188.44953589496419,188.44953589496419
1991-11-08,188.44953589496419,188.44953589496419
1991-11-09,188.44953589496419,188.44953589496419
1991-11-10,188.44953589496419,188.44953589496419
1991-11-11,188.44953589496419,188.44953589496419
1991-11-12,188.44953589496419,188.44953589496419
1991-11-13,188.44953589496419,188.44953589496419
1991-11-14,188.44953589496419,188.44953589496419
1991-11-15,188.44953589496419,188.44953589496419
1991-11-16,188.44953589496419,188.44953589496419
1991-11-17,188.44953589496419,188.44953589496419
1991-11-18,188.44953589496419,188.44953589496419
1991-11-19,188.44953589496419,188.44953589496419
1991-11-20,188.44953589496419,188.44953589496419
1991-11-21,188.44953589496419,188.44953589496419
1991-11-22,188.44953589496419,188.44953589496419
1991-11-23,188.44953589496419,188.44953589496419
1991-11-24,188.44953589496419,188.44953589496419
1991-11-25,188.44953589496419,188.44953589496419
1991-11-26,188.44953589496419,188.44953589496419
1991-11-27,188.44953589496419,188.44953589496419
1991-11-28,188.44953589496419,188.44953589496419
1991-11-29,188.44953589496419,188.44953589496419
1991-11-30,188.44953589496419,188.44953589496419
1991-12-01,188.44953589496419,188.44953589496419
1991-12-02,188.44953589496419,188.44953589496419
1991-12-03,188.44953589496419,188.44953589496419
1991-12-04,188.44953589496419,188.44953589496419
1991-12-05,188.44953589496419,188.44953589496419
1991-12-06,188.44953589496419,188.44953589496419
1991-12-07,188.44953589496419,188.44953589496419
1991-12-08,188.44953589496419,188.44953589496419
1991-12-09,188.44953589496419,188.44953589496419
1991-12-10,188.44953589496419,188.44953589496419
1991-12-11,188.44953589496419,188.44953589496419
1991-12-12,188.44953589496419,188.44953589496419
1991-12-13,188.44953589496419,188.44953589496419
1991-12-14,188.44953589496419,188.44953589496419
1991-12-15,188.44953589496419,188.44953589496419
1991-12-16,188.44953589496419,188.44953589496419
1991-12-17,188.44953589496419,188.44953589496419
1991-12-18,188.44953589496419,188.44953589496419
1991-12-19,188.44953589496419,188.44953589496419
1991-12-20,188.44953589496419,188.44953589496419
1991-12-21,188.44953589496419,188.44953589496419
1991-12-22,188.44953589496419,188.44953589496419
1991-12-23,188.44953589496419,188.44953589496419
1991-12-24,188.44953589496419,188.44953589496419
1991-12-25,188.44953589496419,188.44953589496419
1991-12-26,188.44953589496419,188.44953589496419
1991-12-27,188.44953589496419,188.44953589496419
1991-12-28,188.44953589496419,188.44953589496419
1991-12-29,188.44953589496419,188.44953589496419
1991-12-30,188.44953589496419,188.44953589496419
1991-12-31,188.44953589496419,188.44953589496419
1992-01-01,188.44953589496419,188.44953589496419
1992-01-02,188.44953589496419,188.44953589496419
1992-01-03,188.44953589496419,188.44953589496419
1992-01-04,188.44953589496419,188.44953589496419
1992-01-05,188.44953589496419,188.44953589496419
1992-01-06,188.44953589496419,188.44953589496419
1992-01-07,188.44953589496419,188.44953589496419
1992-01-08,188.44953589496419,188.44953589496419
1992-01-09,188.44953589496419,188.44953589496419
1992-01-10,188.44953589496419,188.44953589496419
1992-01-11,188.44953589496419,188.44953589496419
1992-01-12,188.44953589496419,188.44953589496419
1992-01-13,188.44953589496419,188.44953589496419
1992-01-14,188.44953589496419,188.44953589496419
1992-01-15,188.44953589496419,188.44953589496419
1992-01-16,188.44953589496419,188.44953589496419
1992-01-17,188.44953589496419,188.44953589496419
1992-01-18,188.44953589496419,188.44953589496419
1992-01-19,188.44953589496419,188.44953589496419
1992-01-20,188.44953589496419,188.44953589496419
1992-01-21,188.44953589496419,188.44953589496419
1992-01-22,188.44953589496419,188.44953589496419
1992-01-23,188.44953589496419,188.44953589496419
1992-01-24,188.44953589496419,188.44953589496419
1992-01-25,188.44953589496419,188.44953589496419
1992-01-26,188.44953589496419,188.44953589496419
1992-01-27,188.44953589496419,188.44953589496419
1992-01-28,188.44953589496419,188.44953589496419
1992-01-29,188.44953589496419,188.44953589496419
1992-01-30,188.44953589496419,188.44953589496419
1992-01-31,188.44953589496419,188.44953589496419
1992-02-01,188.44953589496419,188.44953589496419
1992-02-02,188.44953589496419,188.44953589496419
1992-02-03,188.44953589496419,188.44953589496419
1992-02-04,188.44953589496419,188.44953589496419
1992-02-05,188.44953589496419,188.44953589496419
1992-02-06,188.44953589496419,188.44953589496419
1992-02-07,188.44953589496419,188.44953589496419
1992-02-08,188.44953589496419,188.44953589496419
1992-02-09,188.44953589496419,188.44953589496419
1992-02-10,188.44953589496419,188.44953589496419
1992-02-11,188.44953589496419,188.44953589496419
1992-02-12,188.44953589496419,188.44953589496419
1992-02-13,188.44953589496419,188.44953589496419
1992-02-14,188.44953589496419,188.44953589496419
1992-02-15,188.44953589496419,188.44953589496419
1992-02-16,188.44953589496419,188.44953589496419
1992-02-17,188.44953589496419,188.44953589496419
1992-02-18,188.44953589496419,188.44953589496419
1992-02-19,188.44953589496419,188.44953589496419
1992-02-20,188.44953589496419,188.44953589496419
1992-02-21,188.44953589496419,188.44953589496419
1992-02-22,188.44953589496419,188.44953589496419
1992-02-23,188.44953589496419,188.44953589496419
1992-02-24,188.44953589496419,188.44953589496419
1992-02-25,188.44953589496419,188.44953589496419
1992-02-26,188.44953589496419,188.44953589496419
1992-02-27,188.44953589496419,188.44953589496419
1992-02-28,188.44953589496419,188.44953589496419
1992-02-29,188.44953589496419,188.44953589496419
1992-03-01,188.44953589496419,188.44953589496419
1992-03-02,188.44953589496419,188.44953589496419
1992-03-03,188.44953589496419,188.44953589496419
1992-03-04,188.44953589496419,188.44953589496419
1992-03-05,188.44953589496419,188.44953589496419
1992-03-06,188.44953589496419,188.44953589496419
1992-03-07,188.44953589496419,188.44953589496419
1992-03-08,188.44953589496419,188.44953589496419
1992-03-09,188.44953589496419,188.44953589496419
1992-03-10,188.44953589496419,188.44953589496419
1992-03-11,188.44953589496419,188.44953589496419
1992-03-12,188.44953589496419,188.44953589496419
1992-03-13,188.44953589496419,188.44953589496419
1992-03-14,188.44953589496419,188.44953589496419
1992-03-15,188.44953589496419,188.44953589496419
1992-03-16,188.44953589496419,188.44953589496419
1992-03-17,188.44953589496419,188.44953589496419
1992-03-18,188.44953589496419,188.44953589496419
1992-03-19,188.44953589496419,188.44953589496419
1992-03-20,188.44953589496419,188.44953589496419
1992-03-21,188.44953589496419,188.44953589496419
1992-03-22,188.44953589496419,188.44953589496419
1992-03-23,188.44953589496419,188.44953589496419
1992-03-24,188.44953589496419,188.44953589496419
1992-03-25,188.44953589496419,188.44953589496419
1992-03-26,188.44953589496419,188.44953589496419
1992-03-27,188.44953589496419,188.44953589496419
1992-03-28,188.44953589496419,188.44953589496419
1992-03-29,188.44953589496419,188.44953589496419
1992-03-30,188.44953589496419,188.44953589496419
1992-03-31,188.44953589496419,188.44953589496419
1992-04-01,188.44953589496419,188.44953589496419
1992-04-02,188.44953589496419,188.44953589496419
1992-04-03,188.44953589496419,188.44953589496419
1992-04-04,188.44953589496419,188.44953589496419
1992-04-05,188.44953589496419,188.44953589496419
1992-04-06,188.44953589496419,188.44953589496419
1992-04-07,188.44953589496419,188.44953589496419
1992-04-08,188.44953589496419,188.44953589496419
1992-04-09,188.44953589496419,188.44953589496419
1992-04-10,188.44953589496419,188.44953589496419
1992-04-11,188.44953589496419,188.44953589496419
1992-04-12,188.44953589496419,188.44953589496419
1992-04-13,188.44953589496419,188.44953589496419
1992-04-14,188.44953589496419,188.44953589496419
1992-04-15,188.44953589496419,188.44953589496419
1992-04-16,188.44953589496419,188.44953589496419
1992-04-17,188.44953589496419,188.44953589496419
1992-04-18,188.44953589496419,188.44953589496419
1992-04-19,188.44953589496419,188.44953589496419
1992-04-20,188.44953589496419,188.44953589496419
1992-04-21,188.44953589496419,188.44953589496419
1992-04-22,188.44953589496419,188.44953589496419
1992-04-23,188.44953589496419,188.44953589496419
1992-04-24,188.44953589496419,188.44953589496419
1992-04-25,188.44953589496419,188.44953589496419
1992-04-26,188.44953589496419,188.44953589496419
1992-04-27,188.44953589496419,188.44953589496419
1992-04-28,188.44953589496419,188.44953589496419
1992-04-29,188.44953589496419,188.44953589496419
1992-04-30,188.53831675070623,188.53831675070623
1992-05-01,188.73559070394768,188.73559070394768
1992-05-02,188.73559070394768,188.73559070394768
1992-05-03,188.73559070394768,188.73559070394768
1992-05-04,188.73559070394768,188.73559070394768
1992-05-05,188.73559070394768,188.73559070394768
1992-05-06,188.73559070394768,188.73559070394768
1992-05-07,188.73559070394768,188.73559070394768
1992-05-08,188.73559070394768,188.73559070394768
1992-05-09,188.73559070394768,188.73559070394768
1992-05-10,188.73559070394768,188.73559070394768
1992-05-11,188.73559070394768,188.73559070394768
1992-05-12,188.73559070394768,188.73559070394768
1992-05-13,188.73559070394768,188.73559070394768
1992-05-14,188.73559070394768,188.73559070394768
1992-05-15,188.73559070394768,188.73559070394768
1992-05-16,188.73559070394768,188.73559070394768
1992-05-17,188.73559070394768,188.73559070394768
1992-05-18,188.73559070394768,188.73559070394768
1992-05-19,188.73559070394768,188.73559070394768
1992-05-20,188.73559070394768,188.73559070394768
1992-05-21,188.73559070394768,188.73559070394768
1992-05-22,188.73559070394768,188.73559070394768
1992-05-23,188.73559070394768,188.73559070394768
1992-05-24,188.73559070394768,188.73559070394768
1992-05-25,188.73559070394768,188.73559070394768
1992-05-26,188.73559070394768,188.73559070394768
1992-05-27,188.73559070394768,188.73559070394768
1992-05-28,188.73559070394768,188.73559070394768
1992-05-29,188.73559070394768,188.73559070394768
1992-05-30,188.73559070394768,188.73559070394768
1992-05-31,188.73559070394768,188.73559070394768
1992-06-01,188.73559070394768,188.73559070394768
1992-06-02,188.73559070394768,188.73559070394768
1992-06-03,188.73559070394768,188.73559070394768
1992-06-04,188.73559070394768,188.73559070394768
1992-06-05,188.73559070394768,188.73559070394768
1992-06-06,188.73559070394768,188.73559070394768
1992-06-07,188.73559070394768,188.73559070394768
1992-06-08,188.73559070394768,188.73559070394768
1992-06-09,188.73559070394768,188.73559070394768
1992-06-10,188.73559070394768,188.73559070394768
1992-06-11,188.73559070394768,188.73559070394768
1992-06-12,188.73559070394768,188.73559070394768
1992-06-13,188.73559070394768,188.73559070394768
1992-06-14,188.73559070394768,188.73559070394768
1992-06-15,188.73559070394768,188.73559070394768
1992-06-16,188.73559070394768,188.73559070394768
1992-06-17,188.73559070394768,188.73559070394768
1992-06-18,188.73559070394768,188.73559070394768
1992-06-19,188.73559070394768,188.73559070394768
1992-06-20,188.73559070394768,188.73559070394768
1992-06-21,188.73559070394768,188.73559070394768
1992-06-22,188.73559070394768,188.73559070394768
1992-06-23,188.73559070394768,188.73559070394768
1992-06-24,188.73559070394768,188.73559070394768
1992-06-25,188.73559070394768,188.73559070394768
1992-06-26,188.73559070394768,188.73559070394768
1992-06-27,188.73559070394768,188.73559070394768
1992-06-28,188.73559070394768,188.73559070394768
1992-06-29,188.73559070394768,188.73559070394768
1992-06-30,188.73559070394768,188.73559070394768
1992-07-01,188.73559070394768,188.73559070394768
1992-07-02,188.73559070394768,188.73559070394768
1992-07-03,188.73559070394768,188.73559070394768
1992-07-04,188.73559070394768,188.73559070394768
1992-07-05,188.73559070394768,188.73559070394768
1992-07-06,188.73559070394768,188.73559070394768
1992-07-07,188.73559070394768,188.73559070394768
1992-07-08,188.73559070394768,188.73559070394768
1992-07-09,188.73559070394768,188.73559070394768
1992-07-10,188.73559070394768,188.73559070394768
1992-07-11,188.73559070394768,188.73559070394768
1992-07-12,188.73559070394768,188.73559070394768
1992-07-13,188.73559070394768,188.73559070394768
1992-07-14,188.73559070394768,188.73559070394768
1992-07-15,188.73559070394768,188.73559070394768
1992-07-16,188.73559070394768,188.73559070394768
1992-07-17,188.73559070394768,188.73559070394768
1992-07-18,188.73559070394768,188.73559070394768
1992-07-19,188.73559070394768,188.73559070394768
1992-07-20,188.73559070394768,188.73559070394768
